CUSTOMERID,INVOICEID,INVOICEDATE,AMOUNT,QUANTITY,PAYMENTMETHOD
CUST0145,INV02127,2024-04-27 03:06:50.000,177.14,6,PayPal
CUST0093,INV01346,2024-04-27 06:05:46.000,327.31,1,Bank Transfer
CUST0207,INV04831,2024-04-27 12:32:58.000,221.36,9,Credit Card
CUST0099,INV02094,2024-04-27 12:50:42.000,249.53,5,Credit Card
CUST0278,INV03852,2024-04-27 13:23:35.000,317.57,8,Credit Card
CUST0332,INV01974,2024-04-27 14:29:48.000,167.72,7,Bank Transfer
CUST0288,INV00355,2024-04-27 14:52:37.000,245.38,10,Gift Card
CUST0431,INV02628,2024-04-27 18:04:58.000,310.69,3,PayPal
CUST0380,INV04464,2024-04-27 18:48:10.000,192.70,3,Bank Transfer
CUST0032,INV00002,2024-04-27 19:05:54.000,355.83,9,PayPal
CUST0027,INV01316,2024-04-28 02:00:42.000,159.10,5,Bank Transfer
CUST0332,INV00020,2024-04-28 04:16:10.000,136.06,3,Credit Card
CUST0323,INV00726,2024-04-28 07:01:28.000,347.53,8,Credit Card
CUST0046,INV04357,2024-04-28 08:03:30.000,291.24,4,Credit Card
CUST0344,INV02555,2024-04-28 09:52:00.000,73.71,3,Bank Transfer
CUST0069,INV00347,2024-04-28 11:54:32.000,482.29,1,Credit Card
CUST0086,INV03597,2024-04-28 14:24:54.000,292.66,2,Credit Card
CUST0243,INV03482,2024-04-28 18:13:41.000,255.09,8,Gift Card
CUST0439,INV03011,2024-04-28 22:53:32.000,344.39,3,Credit Card
CUST0009,INV02086,2024-04-29 07:29:27.000,314.71,10,Gift Card
CUST0171,INV02390,2024-04-29 14:57:16.000,141.83,1,PayPal
CUST0414,INV02098,2024-04-29 20:01:30.000,177.16,10,Credit Card
CUST0160,INV00303,2024-04-29 20:15:00.000,73.18,7,Bank Transfer
CUST0450,INV02632,2024-04-30 02:46:37.000,414.65,2,Bank Transfer
CUST0472,INV04068,2024-04-30 12:11:34.000,407.11,9,Gift Card
CUST0492,INV00581,2024-04-30 13:56:27.000,342.22,4,Gift Card
CUST0155,INV04061,2024-04-30 16:28:27.000,261.02,1,Bank Transfer
CUST0362,INV01060,2024-04-30 21:09:06.000,306.95,1,PayPal
CUST0457,INV00647,2024-04-30 22:36:30.000,112.82,4,PayPal
CUST0396,INV02584,2024-05-01 03:35:42.000,344.11,4,Gift Card
CUST0327,INV03161,2024-05-01 07:08:22.000,206.85,7,Bank Transfer
CUST0242,INV00923,2024-05-01 19:16:08.000,455.03,10,Credit Card
CUST0171,INV03687,2024-05-02 00:42:23.000,418.33,10,Credit Card
CUST0056,INV01410,2024-05-02 07:23:01.000,52.05,2,Gift Card
CUST0127,INV03189,2024-05-02 14:48:14.000,275.10,5,Bank Transfer
CUST0287,INV02982,2024-05-02 14:57:41.000,176.03,4,PayPal
CUST0013,INV02782,2024-05-02 16:31:40.000,301.12,10,Bank Transfer
CUST0071,INV01538,2024-05-02 19:44:53.000,268.02,6,Bank Transfer
CUST0002,INV03897,2024-05-02 19:49:06.000,174.97,3,PayPal
CUST0348,INV04702,2024-05-02 20:02:09.000,98.41,4,PayPal
CUST0212,INV01406,2024-05-02 23:22:03.000,257.91,5,Credit Card
CUST0204,INV04216,2024-05-02 23:41:34.000,440.76,3,Gift Card
CUST0469,INV01976,2024-05-03 00:56:08.000,363.75,7,Bank Transfer
CUST0304,INV01179,2024-05-03 05:49:44.000,278.94,4,PayPal
CUST0488,INV02697,2024-05-03 06:49:10.000,433.39,1,PayPal
CUST0281,INV01151,2024-05-03 07:19:57.000,331.94,8,PayPal
CUST0256,INV03226,2024-05-03 08:33:45.000,160.58,7,Bank Transfer
CUST0047,INV03523,2024-05-03 08:58:10.000,89.23,10,Credit Card
CUST0417,INV02357,2024-05-03 10:11:21.000,450.75,7,Credit Card
CUST0114,INV01315,2024-05-03 11:57:50.000,174.73,8,Credit Card
CUST0385,INV01893,2024-05-03 16:11:21.000,45.81,7,Bank Transfer
CUST0253,INV02396,2024-05-04 00:41:52.000,278.31,1,Gift Card
CUST0046,INV01272,2024-05-04 03:58:47.000,187.78,6,Bank Transfer
CUST0100,INV03929,2024-05-04 15:18:42.000,35.37,9,Bank Transfer
CUST0183,INV00462,2024-05-04 17:04:54.000,86.44,2,Credit Card
CUST0362,INV03600,2024-05-04 18:43:33.000,131.51,5,Gift Card
CUST0465,INV00430,2024-05-04 22:43:52.000,383.15,10,Credit Card
CUST0067,INV04827,2024-05-05 09:42:16.000,119.98,5,Credit Card
CUST0402,INV01105,2024-05-05 09:43:06.000,240.63,10,Credit Card
CUST0477,INV00451,2024-05-05 12:59:23.000,207.94,1,Bank Transfer
CUST0295,INV04765,2024-05-05 14:49:07.000,206.12,1,Bank Transfer
CUST0413,INV01007,2024-05-05 15:19:22.000,375.42,10,PayPal
CUST0110,INV00122,2024-05-05 16:28:24.000,110.83,2,Credit Card
CUST0398,INV02825,2024-05-05 18:27:34.000,85.95,10,Credit Card
CUST0168,INV03666,2024-05-06 00:50:41.000,108.07,9,PayPal
CUST0372,INV01180,2024-05-06 01:25:23.000,238.87,3,PayPal
CUST0069,INV04586,2024-05-06 07:37:34.000,94.74,6,Gift Card
CUST0366,INV04781,2024-05-06 11:17:19.000,438.50,2,Bank Transfer
CUST0032,INV03175,2024-05-06 21:46:21.000,39.22,7,Gift Card
CUST0368,INV02958,2024-05-07 00:20:40.000,225.06,6,PayPal
CUST0079,INV04746,2024-05-07 02:37:00.000,462.19,4,Gift Card
CUST0440,INV04074,2024-05-07 04:19:58.000,495.35,1,Gift Card
CUST0436,INV01077,2024-05-07 06:49:48.000,196.91,2,Gift Card
CUST0487,INV01646,2024-05-07 08:14:29.000,229.96,7,Gift Card
CUST0308,INV04734,2024-05-07 11:29:10.000,49.07,9,PayPal
CUST0192,INV03018,2024-05-07 12:47:51.000,483.52,6,PayPal
CUST0429,INV00016,2024-05-07 13:24:03.000,204.53,8,PayPal
CUST0260,INV04817,2024-05-07 14:16:05.000,496.83,1,PayPal
CUST0474,INV04895,2024-05-07 14:36:15.000,95.08,1,Credit Card
CUST0229,INV02800,2024-05-07 16:08:09.000,76.11,7,Bank Transfer
CUST0184,INV04782,2024-05-07 17:13:49.000,253.13,2,Gift Card
CUST0061,INV01360,2024-05-07 18:12:32.000,186.64,2,Credit Card
CUST0476,INV04064,2024-05-07 23:31:55.000,24.11,3,Gift Card
CUST0161,INV02254,2024-05-08 00:46:02.000,68.53,3,Credit Card
CUST0143,INV04351,2024-05-08 14:56:19.000,277.68,7,Bank Transfer
CUST0413,INV03974,2024-05-08 15:38:12.000,112.03,3,Gift Card
CUST0116,INV02316,2024-05-08 18:48:34.000,409.32,7,Gift Card
CUST0208,INV04142,2024-05-08 19:05:01.000,198.63,9,Bank Transfer
CUST0347,INV00918,2024-05-08 19:08:18.000,102.79,3,Gift Card
CUST0236,INV00644,2024-05-08 22:59:34.000,199.92,9,Credit Card
CUST0056,INV00202,2024-05-09 03:47:11.000,86.15,3,Gift Card
CUST0020,INV01614,2024-05-09 06:46:06.000,311.62,6,Bank Transfer
CUST0264,INV01294,2024-05-09 08:54:20.000,414.61,1,Gift Card
CUST0252,INV03828,2024-05-09 09:41:40.000,156.59,9,Credit Card
CUST0158,INV04113,2024-05-09 10:51:37.000,209.33,3,Bank Transfer
CUST0009,INV00817,2024-05-09 11:12:45.000,424.19,3,Credit Card
CUST0103,INV03803,2024-05-09 19:07:02.000,351.97,5,Bank Transfer
CUST0283,INV03964,2024-05-09 21:09:14.000,445.23,4,PayPal
CUST0107,INV02062,2024-05-10 09:35:23.000,471.52,7,Gift Card
CUST0298,INV02614,2024-05-10 09:37:36.000,125.65,1,Credit Card
CUST0188,INV00526,2024-05-10 17:38:52.000,232.50,9,Gift Card
CUST0492,INV00230,2024-05-11 06:29:25.000,45.54,7,Credit Card
CUST0268,INV00330,2024-05-11 09:26:19.000,347.24,10,Credit Card
CUST0041,INV04265,2024-05-11 09:55:24.000,400.77,2,Credit Card
CUST0436,INV04291,2024-05-11 12:10:52.000,356.55,5,PayPal
CUST0008,INV01847,2024-05-11 14:31:41.000,337.68,2,Bank Transfer
CUST0284,INV03257,2024-05-11 18:01:35.000,176.74,4,Credit Card
CUST0145,INV03123,2024-05-12 09:01:58.000,359.18,9,PayPal
CUST0467,INV03456,2024-05-12 22:09:29.000,254.35,5,PayPal
CUST0388,INV00670,2024-05-13 00:15:04.000,81.90,3,Gift Card
CUST0304,INV03855,2024-05-13 00:16:42.000,267.17,9,Credit Card
CUST0160,INV01743,2024-05-13 01:30:42.000,144.14,6,Credit Card
CUST0327,INV01215,2024-05-13 01:51:37.000,479.20,6,Credit Card
CUST0045,INV02176,2024-05-13 03:38:41.000,365.16,8,Bank Transfer
CUST0421,INV00271,2024-05-13 04:57:36.000,37.54,3,Credit Card
CUST0038,INV02339,2024-05-13 05:01:59.000,148.41,6,Bank Transfer
CUST0460,INV01913,2024-05-13 05:15:44.000,168.40,3,PayPal
CUST0378,INV03617,2024-05-13 07:13:29.000,458.07,1,Gift Card
CUST0215,INV02220,2024-05-13 07:56:43.000,242.09,5,Gift Card
CUST0052,INV03930,2024-05-13 11:05:26.000,364.31,9,Gift Card
CUST0327,INV04133,2024-05-13 17:22:14.000,52.04,4,Gift Card
CUST0379,INV03892,2024-05-13 21:09:41.000,134.60,4,Gift Card
CUST0363,INV01280,2024-05-14 07:30:19.000,390.99,10,Gift Card
CUST0416,INV01986,2024-05-14 09:27:49.000,115.82,1,Bank Transfer
CUST0154,INV02201,2024-05-14 12:41:09.000,178.15,6,PayPal
CUST0072,INV02506,2024-05-15 03:25:07.000,380.70,7,PayPal
CUST0096,INV03658,2024-05-15 04:51:26.000,306.37,7,PayPal
CUST0478,INV04660,2024-05-15 04:53:59.000,118.07,10,Gift Card
CUST0347,INV00752,2024-05-15 08:48:39.000,450.20,4,Credit Card
CUST0215,INV01916,2024-05-15 09:16:46.000,94.49,9,PayPal
CUST0202,INV01772,2024-05-15 20:17:10.000,352.40,8,Gift Card
CUST0195,INV04268,2024-05-15 22:26:30.000,453.99,6,Credit Card
CUST0221,INV04520,2024-05-16 07:15:44.000,404.58,4,Gift Card
CUST0199,INV00219,2024-05-16 16:07:31.000,142.51,1,Bank Transfer
CUST0393,INV04977,2024-05-16 17:17:22.000,435.31,2,Credit Card
CUST0198,INV01534,2024-05-16 22:11:56.000,217.06,2,Bank Transfer
CUST0045,INV02936,2024-05-17 02:48:19.000,93.79,10,Gift Card
CUST0156,INV03951,2024-05-17 05:25:50.000,100.98,7,Bank Transfer
CUST0066,INV02401,2024-05-17 09:53:34.000,292.54,10,Credit Card
CUST0388,INV04054,2024-05-17 11:07:14.000,143.95,8,Credit Card
CUST0320,INV03736,2024-05-17 12:12:19.000,361.14,7,Credit Card
CUST0427,INV03990,2024-05-17 12:22:26.000,246.20,4,Bank Transfer
CUST0393,INV04549,2024-05-17 14:22:37.000,185.51,7,Bank Transfer
CUST0131,INV04953,2024-05-17 19:51:48.000,193.17,5,Credit Card
CUST0026,INV01621,2024-05-17 22:12:57.000,124.01,1,PayPal
CUST0055,INV04294,2024-05-17 22:21:33.000,167.14,7,PayPal
CUST0127,INV02136,2024-05-18 03:26:14.000,119.43,1,Bank Transfer
CUST0004,INV03809,2024-05-18 08:41:07.000,58.49,6,Bank Transfer
CUST0082,INV01892,2024-05-18 12:12:53.000,401.31,2,Gift Card
CUST0436,INV03538,2024-05-18 14:22:57.000,226.39,10,Gift Card
CUST0261,INV03137,2024-05-18 18:32:11.000,303.62,6,Credit Card
CUST0445,INV02072,2024-05-19 02:21:47.000,371.85,8,Bank Transfer
CUST0154,INV04735,2024-05-19 02:59:30.000,330.04,8,Gift Card
CUST0410,INV00898,2024-05-19 07:03:35.000,471.02,4,Bank Transfer
CUST0075,INV02231,2024-05-19 07:52:31.000,431.98,2,Gift Card
CUST0128,INV01594,2024-05-19 08:03:09.000,408.18,2,Credit Card
CUST0060,INV00826,2024-05-19 10:42:45.000,411.23,1,Gift Card
CUST0049,INV03898,2024-05-19 11:48:27.000,208.20,9,Credit Card
CUST0437,INV04927,2024-05-19 13:45:37.000,293.65,6,Credit Card
CUST0145,INV00630,2024-05-19 20:06:20.000,134.66,2,Bank Transfer
CUST0080,INV03863,2024-05-20 08:02:35.000,464.92,9,Gift Card
CUST0036,INV02889,2024-05-20 09:28:55.000,239.45,5,PayPal
CUST0483,INV02692,2024-05-20 10:11:03.000,46.73,3,Credit Card
CUST0202,INV01255,2024-05-20 14:52:03.000,282.47,9,Gift Card
CUST0371,INV04893,2024-05-20 16:46:54.000,275.09,7,Gift Card
CUST0072,INV01888,2024-05-20 21:20:27.000,68.40,7,Gift Card
CUST0074,INV01138,2024-05-21 02:28:03.000,228.41,7,PayPal
CUST0215,INV00758,2024-05-21 03:24:36.000,93.89,6,PayPal
CUST0472,INV03380,2024-05-21 04:27:35.000,77.51,4,Gift Card
CUST0276,INV01185,2024-05-21 07:48:41.000,84.87,3,Bank Transfer
CUST0493,INV03771,2024-05-21 12:18:58.000,155.49,2,PayPal
CUST0150,INV04286,2024-05-21 14:16:12.000,328.60,1,PayPal
CUST0020,INV03025,2024-05-21 15:48:35.000,58.35,8,Credit Card
CUST0128,INV04995,2024-05-21 22:33:55.000,177.03,9,PayPal
CUST0193,INV03376,2024-05-21 22:50:08.000,472.29,10,Bank Transfer
CUST0321,INV00628,2024-05-22 02:51:57.000,400.40,4,Gift Card
CUST0495,INV02099,2024-05-22 04:01:25.000,436.96,8,Bank Transfer
CUST0484,INV01284,2024-05-22 08:33:59.000,55.88,10,Credit Card
CUST0062,INV02002,2024-05-22 11:37:49.000,389.56,2,Credit Card
CUST0275,INV02160,2024-05-22 11:46:10.000,13.60,10,Bank Transfer
CUST0498,INV01635,2024-05-22 16:25:27.000,66.55,4,Gift Card
CUST0496,INV01329,2024-05-22 21:12:37.000,73.18,1,Credit Card
CUST0055,INV04975,2024-05-23 02:30:48.000,343.50,8,PayPal
CUST0046,INV04005,2024-05-23 05:29:29.000,151.77,2,PayPal
CUST0284,INV00739,2024-05-23 07:50:07.000,90.85,4,Credit Card
CUST0434,INV03417,2024-05-23 11:08:36.000,58.19,2,Credit Card
CUST0273,INV01101,2024-05-23 17:05:29.000,195.32,6,Bank Transfer
CUST0278,INV01791,2024-05-24 10:05:34.000,140.95,5,Bank Transfer
CUST0215,INV00471,2024-05-24 10:49:22.000,353.35,6,Bank Transfer
CUST0222,INV03932,2024-05-24 12:17:18.000,245.88,7,PayPal
CUST0296,INV01477,2024-05-24 12:29:15.000,20.42,1,Credit Card
CUST0028,INV04867,2024-05-24 15:07:06.000,461.46,8,Gift Card
CUST0229,INV01365,2024-05-24 18:06:41.000,363.46,8,Credit Card
CUST0219,INV00653,2024-05-24 18:09:36.000,202.04,10,Gift Card
CUST0165,INV01177,2024-05-25 00:23:36.000,99.94,1,Credit Card
CUST0162,INV03038,2024-05-25 03:45:43.000,122.27,9,Bank Transfer
CUST0043,INV04834,2024-05-25 09:37:34.000,169.93,8,Gift Card
CUST0116,INV01750,2024-05-25 10:11:08.000,419.28,5,PayPal
CUST0233,INV01090,2024-05-25 14:06:53.000,439.29,1,Gift Card
CUST0422,INV04325,2024-05-25 20:40:18.000,66.29,3,Gift Card
CUST0437,INV00321,2024-05-26 04:43:23.000,77.81,3,Bank Transfer
CUST0211,INV04700,2024-05-26 08:37:37.000,382.46,5,PayPal
CUST0025,INV03219,2024-05-26 09:07:16.000,123.15,5,Bank Transfer
CUST0273,INV00503,2024-05-26 09:47:25.000,406.32,7,PayPal
CUST0314,INV04388,2024-05-26 18:10:04.000,403.33,5,Credit Card
CUST0273,INV04336,2024-05-27 00:57:53.000,371.19,4,Gift Card
CUST0041,INV03698,2024-05-27 13:21:43.000,367.17,2,Bank Transfer
CUST0233,INV04851,2024-05-27 21:31:06.000,59.04,9,Gift Card
CUST0209,INV01040,2024-05-27 21:58:30.000,42.07,1,Gift Card
CUST0371,INV02212,2024-05-28 14:49:25.000,33.87,10,Credit Card
CUST0279,INV03156,2024-05-28 17:25:40.000,214.41,8,Gift Card
CUST0126,INV02207,2024-05-28 17:40:16.000,364.90,2,Gift Card
CUST0238,INV00042,2024-05-29 11:26:10.000,340.01,9,Gift Card
CUST0182,INV01942,2024-05-29 17:05:09.000,267.53,3,Credit Card
CUST0056,INV02042,2024-05-29 17:31:48.000,382.88,7,PayPal
CUST0135,INV04147,2024-05-29 21:04:29.000,27.68,10,Credit Card
CUST0489,INV03200,2024-05-29 22:46:40.000,259.44,10,Bank Transfer
CUST0206,INV01784,2024-05-30 01:55:03.000,217.00,1,Bank Transfer
CUST0264,INV02733,2024-05-30 02:40:28.000,235.76,9,PayPal
CUST0154,INV04253,2024-05-30 16:28:06.000,129.49,7,Bank Transfer
CUST0266,INV00158,2024-05-31 00:32:39.000,343.19,1,Credit Card
CUST0183,INV00849,2024-05-31 10:00:45.000,243.15,10,Gift Card
CUST0225,INV03116,2024-05-31 10:38:59.000,409.02,7,Bank Transfer
CUST0011,INV00944,2024-05-31 13:52:14.000,427.65,3,Gift Card
CUST0184,INV01301,2024-05-31 17:23:21.000,442.95,4,Credit Card
CUST0026,INV00319,2024-05-31 20:40:03.000,58.91,3,Credit Card
CUST0270,INV00625,2024-05-31 21:35:36.000,291.82,10,Bank Transfer
CUST0233,INV03132,2024-05-31 23:13:17.000,99.08,1,Bank Transfer
CUST0380,INV00179,2024-05-31 23:28:02.000,96.07,1,PayPal
CUST0211,INV03821,2024-06-01 11:50:55.000,39.77,1,Bank Transfer
CUST0192,INV00071,2024-06-01 12:34:24.000,39.62,10,Gift Card
CUST0030,INV03158,2024-06-01 14:21:45.000,200.84,5,PayPal
CUST0412,INV00187,2024-06-01 20:55:32.000,457.83,7,PayPal
CUST0467,INV02464,2024-06-01 22:01:38.000,386.31,3,PayPal
CUST0092,INV01107,2024-06-01 22:21:25.000,167.69,6,Gift Card
CUST0401,INV03917,2024-06-02 01:44:03.000,377.71,7,Bank Transfer
CUST0297,INV00692,2024-06-02 06:40:48.000,92.85,1,Bank Transfer
CUST0218,INV03943,2024-06-02 07:53:25.000,447.49,4,PayPal
CUST0121,INV00578,2024-06-02 09:19:27.000,498.04,9,Bank Transfer
CUST0162,INV01068,2024-06-02 09:59:51.000,12.53,4,Bank Transfer
CUST0333,INV01996,2024-06-02 11:06:22.000,38.20,6,Gift Card
CUST0239,INV01539,2024-06-02 12:25:01.000,216.05,7,Gift Card
CUST0471,INV04656,2024-06-02 14:04:06.000,134.32,10,PayPal
CUST0170,INV02950,2024-06-02 19:02:54.000,481.11,5,Credit Card
CUST0448,INV00531,2024-06-02 19:34:38.000,25.32,2,Gift Card
CUST0139,INV00486,2024-06-02 20:32:53.000,444.97,6,Gift Card
CUST0356,INV01148,2024-06-03 00:24:18.000,341.05,8,Gift Card
CUST0409,INV03287,2024-06-03 03:52:51.000,313.15,1,Bank Transfer
CUST0371,INV03391,2024-06-03 16:41:49.000,440.70,3,PayPal
CUST0306,INV03223,2024-06-03 21:07:50.000,223.73,8,PayPal
CUST0260,INV00334,2024-06-03 22:01:55.000,119.13,7,Gift Card
CUST0174,INV03708,2024-06-04 01:53:20.000,54.37,7,Bank Transfer
CUST0189,INV04243,2024-06-04 03:42:31.000,451.63,8,Bank Transfer
CUST0165,INV01876,2024-06-04 03:46:28.000,219.47,7,Bank Transfer
CUST0360,INV00109,2024-06-04 14:11:29.000,448.80,9,Credit Card
CUST0324,INV00353,2024-06-04 15:48:30.000,116.50,4,Bank Transfer
CUST0032,INV00216,2024-06-04 23:59:20.000,52.98,7,PayPal
CUST0354,INV01885,2024-06-05 00:52:23.000,20.71,2,Bank Transfer
CUST0057,INV01451,2024-06-05 02:54:55.000,234.97,10,Credit Card
CUST0309,INV03862,2024-06-05 03:50:09.000,23.65,6,Credit Card
CUST0413,INV04240,2024-06-05 11:14:29.000,291.37,6,PayPal
CUST0294,INV02575,2024-06-05 12:48:03.000,377.63,1,Gift Card
CUST0368,INV02874,2024-06-05 14:48:09.000,231.79,2,PayPal
CUST0187,INV04269,2024-06-05 16:23:10.000,253.00,9,PayPal
CUST0087,INV04011,2024-06-05 16:23:52.000,132.26,3,Credit Card
CUST0057,INV02955,2024-06-06 02:39:14.000,42.36,6,PayPal
CUST0095,INV01509,2024-06-06 03:05:15.000,256.59,10,Gift Card
CUST0496,INV02629,2024-06-06 05:18:00.000,50.66,7,Bank Transfer
CUST0050,INV03168,2024-06-06 13:22:50.000,329.33,9,PayPal
CUST0014,INV00693,2024-06-06 21:09:58.000,150.54,2,PayPal
CUST0471,INV03245,2024-06-06 21:34:41.000,304.43,3,Gift Card
CUST0263,INV04678,2024-06-07 02:29:49.000,286.98,8,PayPal
CUST0243,INV00783,2024-06-07 06:21:16.000,179.88,8,Credit Card
CUST0174,INV00345,2024-06-07 07:15:37.000,62.81,7,Credit Card
CUST0256,INV01526,2024-06-07 07:28:53.000,464.34,3,Gift Card
CUST0438,INV03036,2024-06-07 11:16:56.000,327.40,9,Credit Card
CUST0372,INV02488,2024-06-07 17:51:24.000,486.51,8,Credit Card
CUST0254,INV03744,2024-06-07 20:02:26.000,35.64,7,Gift Card
CUST0394,INV01776,2024-06-08 01:18:49.000,125.23,6,Bank Transfer
CUST0162,INV00857,2024-06-08 04:49:37.000,427.91,8,Gift Card
CUST0036,INV04866,2024-06-08 06:27:31.000,238.98,4,Gift Card
CUST0080,INV03461,2024-06-08 07:09:38.000,194.43,1,Gift Card
CUST0050,INV04958,2024-06-08 11:23:34.000,68.32,1,Bank Transfer
CUST0432,INV04408,2024-06-08 13:04:44.000,319.46,1,PayPal
CUST0453,INV04263,2024-06-08 18:03:13.000,41.72,8,Bank Transfer
CUST0421,INV00675,2024-06-08 19:45:01.000,489.56,2,Bank Transfer
CUST0355,INV00790,2024-06-08 21:05:49.000,453.31,3,PayPal
CUST0357,INV02803,2024-06-08 21:07:13.000,298.48,7,Credit Card
CUST0312,INV01169,2024-06-09 03:40:56.000,456.93,8,Gift Card
CUST0452,INV03177,2024-06-09 04:12:34.000,437.32,10,Gift Card
CUST0311,INV03476,2024-06-09 08:42:16.000,35.54,1,Bank Transfer
CUST0225,INV02050,2024-06-09 08:51:44.000,22.40,8,Credit Card
CUST0032,INV02110,2024-06-09 09:07:43.000,40.76,6,Credit Card
CUST0080,INV04491,2024-06-09 10:08:17.000,241.37,4,Bank Transfer
CUST0231,INV02439,2024-06-09 23:58:55.000,120.56,3,Credit Card
CUST0460,INV02537,2024-06-10 02:01:00.000,178.89,7,Credit Card
CUST0332,INV02975,2024-06-10 02:29:28.000,306.21,3,Gift Card
CUST0128,INV01337,2024-06-10 03:08:15.000,494.87,4,Credit Card
CUST0002,INV01065,2024-06-10 04:03:06.000,469.57,1,Bank Transfer
CUST0357,INV02509,2024-06-10 07:52:00.000,375.55,5,PayPal
CUST0367,INV00341,2024-06-10 09:43:20.000,231.74,2,PayPal
CUST0108,INV03856,2024-06-10 15:48:55.000,236.76,2,Bank Transfer
CUST0093,INV04421,2024-06-10 16:21:45.000,110.16,4,Bank Transfer
CUST0027,INV03780,2024-06-10 16:34:36.000,126.64,1,Bank Transfer
CUST0080,INV02478,2024-06-10 19:13:15.000,339.77,3,Gift Card
CUST0318,INV03985,2024-06-10 20:39:26.000,210.90,1,Gift Card
CUST0370,INV04198,2024-06-11 02:24:33.000,28.48,1,PayPal
CUST0467,INV02022,2024-06-11 07:25:14.000,268.40,10,Gift Card
CUST0435,INV01234,2024-06-11 10:31:46.000,402.63,1,Bank Transfer
CUST0473,INV02685,2024-06-11 11:00:11.000,175.21,1,Bank Transfer
CUST0162,INV01392,2024-06-11 12:03:11.000,378.40,6,PayPal
CUST0301,INV02491,2024-06-11 15:56:44.000,164.39,2,Gift Card
CUST0309,INV02188,2024-06-11 23:49:11.000,134.07,3,Bank Transfer
CUST0365,INV01196,2024-06-12 04:28:57.000,459.27,7,Credit Card
CUST0353,INV03170,2024-06-12 06:26:52.000,375.11,1,Credit Card
CUST0202,INV03524,2024-06-12 06:54:25.000,163.40,10,PayPal
CUST0392,INV01378,2024-06-12 08:59:20.000,99.39,3,Bank Transfer
CUST0317,INV03517,2024-06-12 09:56:17.000,443.52,4,Bank Transfer
CUST0431,INV01478,2024-06-12 12:32:22.000,483.76,1,Credit Card
CUST0325,INV00086,2024-06-12 18:22:08.000,143.93,8,Gift Card
CUST0447,INV01225,2024-06-12 20:31:02.000,119.67,10,Credit Card
CUST0111,INV01685,2024-06-12 20:33:52.000,280.95,4,Credit Card
CUST0125,INV02096,2024-06-12 21:43:34.000,46.46,6,Credit Card
CUST0051,INV01116,2024-06-12 22:31:41.000,68.11,6,Credit Card
CUST0157,INV04695,2024-06-12 23:21:03.000,54.27,9,Bank Transfer
CUST0040,INV04138,2024-06-13 00:54:30.000,63.06,6,Bank Transfer
CUST0295,INV01783,2024-06-13 09:34:30.000,258.42,8,Credit Card
CUST0127,INV03291,2024-06-13 11:22:37.000,202.51,10,Credit Card
CUST0013,INV01033,2024-06-13 11:50:13.000,431.23,6,Gift Card
CUST0429,INV02446,2024-06-13 13:04:21.000,399.41,5,Bank Transfer
CUST0438,INV02275,2024-06-13 17:35:42.000,296.89,9,PayPal
CUST0351,INV04297,2024-06-13 21:58:31.000,311.05,1,Gift Card
CUST0201,INV00780,2024-06-14 00:13:15.000,449.99,5,Credit Card
CUST0297,INV04083,2024-06-14 08:02:56.000,498.78,3,PayPal
CUST0327,INV04799,2024-06-14 10:53:28.000,491.92,2,Bank Transfer
CUST0415,INV03954,2024-06-14 13:05:33.000,295.84,6,PayPal
CUST0423,INV01883,2024-06-14 14:07:43.000,84.37,3,Bank Transfer
CUST0280,INV00603,2024-06-14 16:58:03.000,76.30,7,Bank Transfer
CUST0366,INV04600,2024-06-15 02:36:28.000,385.63,1,Credit Card
CUST0286,INV00005,2024-06-15 07:18:22.000,156.26,5,Bank Transfer
CUST0493,INV01045,2024-06-15 07:36:46.000,416.39,5,PayPal
CUST0154,INV01264,2024-06-15 09:22:33.000,429.48,4,PayPal
CUST0180,INV00629,2024-06-15 11:49:18.000,284.60,4,Credit Card
CUST0215,INV01922,2024-06-15 11:58:13.000,494.21,2,Gift Card
CUST0462,INV02661,2024-06-15 14:44:19.000,301.99,9,Gift Card
CUST0036,INV03295,2024-06-15 15:57:37.000,410.33,7,Credit Card
CUST0192,INV04559,2024-06-15 16:05:35.000,399.33,9,Gift Card
CUST0002,INV02769,2024-06-15 17:02:27.000,434.49,8,PayPal
CUST0043,INV00155,2024-06-15 22:13:07.000,192.20,3,Credit Card
CUST0226,INV04111,2024-06-15 23:57:22.000,260.54,10,Gift Card
CUST0134,INV03501,2024-06-16 04:53:41.000,39.82,6,Bank Transfer
CUST0489,INV00190,2024-06-16 11:14:31.000,206.45,8,Bank Transfer
CUST0138,INV00948,2024-06-16 15:59:16.000,285.90,7,Credit Card
CUST0019,INV02158,2024-06-16 21:51:19.000,112.33,10,Gift Card
CUST0475,INV01458,2024-06-16 22:59:39.000,69.58,10,Credit Card
CUST0021,INV04271,2024-06-17 00:41:08.000,401.11,2,PayPal
CUST0442,INV01015,2024-06-17 05:40:45.000,269.28,4,Gift Card
CUST0106,INV00249,2024-06-17 07:09:34.000,93.71,5,Credit Card
CUST0253,INV00317,2024-06-17 11:39:00.000,83.08,2,Credit Card
CUST0483,INV04041,2024-06-17 12:42:58.000,171.42,5,Credit Card
CUST0255,INV02689,2024-06-17 13:33:16.000,413.51,2,PayPal
CUST0036,INV03823,2024-06-17 14:23:43.000,114.17,10,Credit Card
CUST0206,INV03728,2024-06-17 16:07:22.000,33.73,1,Gift Card
CUST0405,INV00084,2024-06-18 01:29:26.000,494.35,2,Bank Transfer
